1000
-103 -1
74 -23
24 39
67 36
-95 25
8 -17
4 -40
65 16
-96 -6
82 6
77 12
6 18
-98 -49
34 2
-59 16
67 50
42 -21
92 1
-9 -2
90 48
32 49
24 14
-5 -23
13 -19
-43 -31
38 -39
-50 -26
-46 -51
100 -9
55 -47
73 -36
57 10
-31 14
27 35
59 8
12 -45
-46 -48
-31 20
-59 -28
76 -20
71 8
-38 -22
-45 39
44 34
-87 4
-93 34
-73 -20
-65 -51
-61 20
-2 -50
-100 33
92 34
-65 -34
47 15
25 -6
-46 -21
47 -9
-96 -16
22 -17
-62 -8
-62 -48
104 41
-74 52
36 48
63 17
-86 38
-28 36
-35 -14
-74 -30
109 2
23 -22
88 -43
95 37
94 -30
-94 -11
-103 -3
-62 -40
75 -19
14 -27
27 -46
-68 -25
34 -29
-110 32
-42 -23
22 -30
-78 -23
-44 36
109 -45
49 -5
2 -39
96 -5
88 -41
-105 1
-32 -22
55 -37
17 14
73 27
76 -21
-49 -18
-61 45
-110 32
95 -55
-8 -47
-43 43
-106 -7
-107 9
-54 -43
-99 -8
-74 48
28 45
8 -11
-101 15
53 44
59 1
17 39
-101 -31
-40 19
28 50
-42 25
100 -50
-36 17
-55 2
-73 13
63 -34
91 31
23 47
6 -39
17 45
-71 -26
-107 4
53 -54
26 15
-38 -15
54 18
-23 -45
78 35
36 30
107 -44
73 -25
77 17
82 43
-53 -7
72 -34
38 12
-1 40
-27 -1
-9 12
-17 45
50 -33
10 26
-105 37
84 -46
86 -52
74 -29
-23 -42
-79 10
-6 21
-24 -21
5 -16
79 51
-81 -26
-107 52
0 7
-105 -32
-44 -46
-29 -54
-80 -12
-90 -28
-68 19
-84 51
22 31
22 1
66 -14
14 29
8 -9
17 12
-51 36
-97 -55
-89 -9
-44 -4
-77 52
-91 6
-4 11
-74 -13
21 47
-47 -2
60 30
-103 -49
56 -15
14 -38
91 34
66 6
43 54
46 43
17 -28
-60 -40
-71 49
-63 48
78 9
-3 -25
3 -29
-29 37
-101 -27
-33 8
-26 -15
-91 -48
77 38
-23 -47
-75 -12
-4 40
-81 14
27 29
-80 -53
-64 38
3 12
-54 1
-28 -23
90 -6
-13 8
-94 -46
77 51
108 1
67 11
55 -5
44 -11
98 44
-9 41
44 11
93 -53
27 17
96 21
95 -2
-7 -55
-95 0
-14 36
90 -40
-101 -43
78 -52
-57 44
26 -18
32 -6
-83 45
-20 -14
18 36
23 -13
-34 -2
-45 17
-91 -8
2 -7
-46 0
-84 31
-78 -30
105 52
47 54
-62 12
7 19
42 -27
24 40
55 -39
-75 -30
-73 45
-30 -49
-43 38
-84 25
64 35
88 -26
-62 2
-22 -44
-59 44
-33 44
66 -8
-62 -49
-1 -48
-77 2
-45 29
6 38
-104 27
73 15
78 -19
-65 12
9 3
-62 26
-8 -7
43 43
68 -32
3 29
-18 -5
-53 16
91 -34
61 -12
-37 -26
96 9
-32 -1
-52 28
-21 15
95 -32
-104 -48
-51 38
-63 31
-19 2
15 43
1 38
94 42
-103 26
63 41
-93 -8
-34 44
-106 -1
5 2
-49 -39
53 -41
-64 37
-30 27
3 -27
32 39
-13 47
42 -39
-89 -45
58 4
76 23
-58 43
-19 44
61 -23
-70 -39
13 -29
19 -47
68 4
-43 38
67 6
55 -50
-25 -39
20 -6
-62 12
-65 -54
88 34
-72 -34
73 36
-96 -36
22 -39
19 34
15 -45
-30 13
66 -45
45 2
68 43
25 29
80 23
-36 44
-53 37
84 -22
46 0
84 1
-78 11
-72 -16
104 -38
-22 47
62 42
-105 -17
13 -21
79 27
44 -36
-49 -12
109 -34
96 -6
18 -27
-69 -17
13 -19
-13 -34
8 16
7 9
-110 47
-50 22
98 -15
89 -34
95 -34
-57 35
-56 -10
-18 -15
86 45
-70 45
-61 -44
-98 8
-101 13
-98 12
53 13
-17 11
-59 -2
16 39
96 -12
82 4
89 34
-70 -50
56 -2
-71 -10
100 -10
-71 -45
5 48
59 -10
66 -26
69 1
-72 12
21 41
-11 -10
-104 7
-46 40
7 -46
35 -46
-104 33
-67 -12
35 47
-39 33
-98 -27
-51 -11
-55 15
53 -39
35 -47
-22 -10
-95 10
90 -12
-21 -37
55 -50
72 -49
-54 0
34 35
-108 0
24 9
91 52
-93 26
-48 10
69 53
-50 33
-16 33
46 -22
-37 -7
78 -34
35 19
-83 -55
-79 26
63 -16
55 -9
60 2
0 -20
-36 -44
-82 26
-48 -34
56 13
27 54
-60 37
-4 36
-27 -13
-104 50
56 17
-103 -37
48 5
-35 2
50 -21
-40 -37
-9 19
89 53
-43 -42
-107 -14
-62 12
102 -41
87 -22
6 35
107 45
19 -32
-73 23
-35 -36
38 -55
99 9
78 -16
35 42
17 -44
-105 -49
59 29
-74 40
13 -49
74 45
51 -7
48 -44
-104 -23
-94 -52
-68 -45
-107 -52
-2 44
-93 19
52 25
-56 52
60 -52
-96 9
105 -34
14 22
35 22
91 8
72 7
-85 41
-20 33
94 -42
92 7
62 -46
35 26
107 -32
93 -13
-81 -53
107 9
-28 21
-32 -9
-89 -16
-8 28
-46 14
-2 -26
-65 -47
-31 -37
-5 54
-26 2
-108 48
-26 -8
10 -51
105 8
68 -41
45 -38
-63 -30
-51 44
82 6
-51 -27
-91 50
-50 27
100 -16
-50 32
-54 -41
86 -7
4 -26
-9 -54
-20 -40
73 0
-103 -17
-46 34
-89 41
77 51
29 -26
-109 10
26 -44
29 54
-36 -4
-45 15
-48 35
-81 37
57 -47
-96 53
66 28
72 -9
-13 1
-105 51
-5 7
44 -31
-52 -36
-23 -32
-82 -10
-58 44
4 -3
-31 12
17 -5
16 6
-35 -24
-97 14
33 -20
-84 -48
45 -10
-70 31
-26 8
-74 50
48 54
43 -35
-91 31
-42 -6
95 -15
16 -46
-69 -27
-80 22
92 33
-101 -4
11 46
4 9
25 19
95 21
-39 43
-32 -54
-96 -8
-33 -37
51 29
-66 6
-104 -55
60 -16
49 -6
54 -10
-36 -54
-43 -54
-52 49
72 -33
52 26
70 45
-14 26
-51 9
86 -45
-80 43
-56 -7
-49 -31
81 -47
-26 -46
-90 7
-100 -34
-52 -28
-56 -42
-105 11
-84 28
-93 -22
-90 39
48 -43
-64 -24
-10 -34
55 -55
55 47
-40 24
-2 54
-87 26
67 25
-95 7
25 -52
-27 -17
76 -2
57 -53
-69 27
-87 -4
39 41
108 7
46 -11
-73 9
74 53
56 -32
82 -36
-1 52
80 -47
-106 -1
-90 45
35 2
-84 -24
100 34
81 -31
23 -2
51 -17
31 5
81 -21
38 -39
106 32
71 17
4
10 4
20 12
40 36
80 100
200

